"","site","year","experiment","doy","tMax","tMin","p","irrigation","gddRate","gddState","phenoCode","phenoStage","rootRate","rootState","trc1","ev1","dc1","wc1mm","daysNoRain","trc2","dc2","wc2mm","dc3","wc3mm","wc1","wc2","wc3","waterStress","heatStress","coldStress","fIntPot","fIntAct","kc","et0","etR","radiation","carbonRateIde","carbonStateIde","carbonRatePot","carbonStatePot","carbonRateAct","carbonStateAct","floweringRateIde","floweringStateIde","floweringRateAct","floweringStateAct","cycleCompletion","fruitSetCoefficient","fruitsStateIde","fruitsStatePot","fruitsStateAct"
"1","Foggia",2005,1,118,27.7,7.2,0,27.9,8.02,8.02,0,"post-transplanting",0.501045198734098,60,0.0306365295862463,3.78773826946164,20.4816252009521,10.8,0,0.58209406213868,0,163.899531138813,0,0,0.3,0.239619197571365,NA,0.713191188463983,0,0.28,0.0498623700192272,0.0498623700192272,0.169807318026918,3.98651537413405,0.676939483954779,14.1446046485029,8.15014918419302,8.15014918419302,5.86810741261898,5.86810741261898,4.18508249964003,4.18508249964003,0,0,0,0,0.534666666666667,1,0,0,0
"2","Foggia",2005,1,119,23.6,10.4,0,0,7.36,15.38,0,"post-transplanting",0.460011579857566,60,0.0209622217825998,1.23238199092996,0,9.54665578728744,1,0.398282213869396,0,163.501248924944,0,0,0.265184882980207,0.239036913632959,NA,0.701721560501608,0,0,0.0497360661964732,0.0497360661964732,0.169630492675062,3.13095468605105,0.531105385938136,11.2527123564227,5.95283468707487,14.1029838712679,5.95283468707487,11.8209420996939,4.17723244602228,8.36231494566231,0,0,0,0,1.02533333333333,1,0,0,0
"3","Foggia",2005,1,120,23.2,8.8,0,0,5.91,21.29,0,"post-transplanting",0.369175902506205,60,0.0205494931645439,0.935687506696056,0,8.59041878742684,2,0.390440370126334,0,163.110808554818,0,0,0.23862274409519,0.238466094378389,NA,0.692369634321143,0,0.12,0.0496346455996693,0.0496346455996693,0.169488503839537,3.09767212166022,0.525019813285636,11.4626706692578,4.86650305787285,18.9694869291407,4.28252269092811,16.103464790622,2.96508866948989,11.3274036151522,0,0,0,0,1.41933333333333,1,0,0,0
"4","Foggia",2005,1,121,27.6,7.4,0,0,8.09,29.38,0,"post-transplanting",0.505594406439067,60,0.0264377424910372,1.02334244223628,0,7.54063860269952,3,0.502317107329707,0,162.608491447488,0,0,0.20946218340832,0.237731712642526,NA,0.68159118090408,0,0.26,0.0494958143597128,0.0494958143597128,0.169294140103598,4.0180422618494,0.680231009619709,14.2362608483893,8.27743993158608,27.2469268607268,6.1253055493737,22.2287703399957,4.17495424279594,15.5023578579481,0,0,0,0,1.95866666666667,1,0,0,0
"5","Foggia",2005,1,122,29.4,8.8,0,0,10.37,39.75,0,"post-transplanting",0.647827445545539,60,0.029002801590131,0.999027727818545,0,6.51260807329085,4,0.551053230212488,0,162.057438217276,0,0,0.180905779813635,0.236926079265023,NA,0.670625321462267,0,0.12,0.0493178563920552,0.0493178563920552,0.169044998948877,4.45148717150171,0.752501644227447,15.0877412266191,11.2403907865767,38.4873176473035,9.8915438921875,32.1203142321832,6.63351980245636,22.1358776604045,0,0,0,0,2.65,1,0,0,0
"6","Foggia",2005,1,123,32,10.8,0,0,13.23,52.98,0,"post-transplanting",0.827143021326729,60,0.032979535053772,1.03831793703264,0,5.44131060120444,5,0.626611166021667,0,161.430827051254,0,0,0.151147516700123,0.236009981069085,NA,0.658834289253183,0,0,0.0490908184063166,0.0490908184063166,0.168727145768843,5.11626001740551,0.863251949748084,16.3229326742136,15.5266098264211,54.0139274737246,15.5266098264211,47.6469240586042,10.2294629495016,32.3653406099061,0,0,0,0,3.532,1,0,0,0
"7","Foggia",2005,1,124,30.1,12.2,0,0,12.96,65.94,0,"post-transplanting",0.809788310782641,60,0.029683978802322,0.869700709631148,0,4.54192591277097,6,0.563995597244118,0,160.86683145401,0,0,0.126164608688082,0.235185426102353,NA,0.6486719261582,0,0,0.0488684138488584,0.0488684138488584,0.168415779388402,4.65901335293157,0.784651365014941,14.9595856438851,13.9312122268554,67.9451397005801,13.9312122268554,61.5781362854597,9.03678626891298,41.4021268788191,0,0,0,0,4.396,1,0,0,0
"8","Foggia",2005,1,125,24.8,13.5,0,20,10.43,76.37,0,"post-transplanting",0.652111811151765,60,0.0210859115530269,3.18078223958491,10.540057761633,10.8,0,0.400632319507512,0,171.006256896135,0,0,0.3,0.25000914750897,NA,0.762543450667606,0,0,0.0486894262304718,0.0486894262304718,0.168165196722661,3.34357919199951,0.562273652580391,11.3172867316528,8.48715680008725,76.4322965006673,8.48715680008725,70.0652930855469,6.47182583269557,47.8739527115147,0,0,0,0,5.09133333333333,1,0,0,0
"9","Foggia",2005,1,126,17.2,12.1,1.2,0,4.02,80.39,0,"post-transplanting",0.251331651234884,60,0.0119172117857064,0.685122882728868,0.502959905485426,10.8,1,0.226427023928421,0,171.282789777692,0,0,0.3,0.250413435347503,NA,0.764463817900641,0,0,0.0486204396316306,0.0486204396316306,0.168068615484283,1.73856263501788,0.292197815000162,6.70121274675408,1.93686089465565,78.369157395323,1.93686089465565,72.0021539802026,1.48066007427091,49.3546127857856,0,0,0,0,5.35933333333333,1,0,0,0
"10","Foggia",2005,1,127,23.5,10.4,0,0,7.29,87.68,0,"post-transplanting",0.455448026615162,60,0.0219841233291314,0.969798777911833,0,9.80821709875903,2,0.417698343253496,0,170.865091434439,0,0,0.272450474965529,0.249802765255028,NA,0.754675753702763,0,0,0.0484953370680604,0.0484953370680604,0.167893471895285,3.2067560568282,0.538393407902118,11.5417364556154,6.04516025628568,84.4143176516086,6.04516025628568,78.0473142364883,4.56213587266638,53.916748658452,0,0,0,0,5.84533333333333,1,0,0,0
