"","site","year","experiment","doy","tMax","tMin","p","irrigation","gddRate","gddState","phenoCode","phenoStage","rootRate","rootState","trc1","ev1","dc1","wc1mm","daysNoRain","trc2","dc2","wc2mm","dc3","wc3mm","wc1","wc2","wc3","waterStress","heatStress","coldStress","fIntPot","fIntAct","kc","et0","etR","radiation","carbonRateIde","carbonStateIde","carbonRatePot","carbonStatePot","carbonRateAct","carbonStateAct","floweringRateIde","floweringStateIde","floweringRateAct","floweringStateAct","cycleCompletion","fruitSetCoefficient","fruitsStateIde","fruitsStatePot","fruitsStateAct"
"11","Foggia",2005,1,128,25,10.3,0,0,8.31,95.99,0,"post-transplanting",0.519221760325213,9.99869911451887,0.156817462891378,0.904554261958429,0,8.61465106201714,3,0.365839412892995,0,23.3976834383806,0,147.892747134242,0.239295862833809,0.278595624885986,0.246481499006334,0.834020811680449,0,0,0.0483527304420976,0.0483527304420976,0.167693822618937,3.54736736164872,0.594871593108526,12.515408416768,7.47301324774475,91.8873308993534,7.47301324774475,85.520327484233,6.23264857458283,55.3862142614118,0,0,0,0,6.39933333333333,1,0,0,0
"12","Foggia",2005,1,129,26.7,8.2,0,0,8.02,104.01,0,"post-transplanting",0.501045198734098,10.499744313253,0.160331556943136,0.887044928741152,0,7.56727457633285,4,0.400815227473094,0,24.2318840588943,0,146.657731286255,0.210202071564801,0.269252335443774,0.246897262198587,0.761902103141759,0,0.18,0.0482151004613248,0.0482151004613248,0.167501140645855,3.94793258336548,0.661283210906654,14.0077085699882,8.07126939289793,99.9586002922513,6.6184409021763,92.1387683864093,5.04260404288757,60.4288183042994,0,0,0,0,6.934,1,0,0,0
"13","Foggia",2005,1,130,23.4,9.1,0,10.5,6.27,110.28,0,"post-transplanting",0.391740816598469,10.8914851298514,0.122121255827501,3.09287149715339,4.05228182335196,10.8,0,0.321239358133836,0.511110380223169,28.4093464674652,0,146.211311342902,0.3,0.3,0.248109232736098,1,0,0.0900000000000001,0.0481075019601471,0.0481075019601471,0.167350502744206,3.24918150266156,0.543752157977586,11.934989357411,5.37673584851114,105.335336140762,4.89282962214513,97.0315980085545,4.89282962214513,65.3216479264445,0,0,0,0,7.352,1,0,0,0
"14","Foggia",2005,1,131,25.5,10.2,0,0,8.6,118.88,0,"post-transplanting",0.537332683793682,11.4288178136451,0.146776298419469,1.45748911511859,0,9.19573458646194,1,0.412383559579638,0,29.3063648466334,0,144.901909404154,0.255437071846165,0.289743724985869,0.248607478209684,0.903692113396266,0,0,0.0479599186889943,0.0479599186889943,0.167143886164592,3.69594732176092,0.617754998418736,12.9664163687936,8.01237120262471,113.347707343387,8.01237120262471,105.043969211179,7.24071666541531,72.5623645918598,0,0,0,0,7.92533333333333,1,0,0,0
"15","Foggia",2005,1,132,21.5,13.1,0.2,0,7.8,126.68,0,"post-transplanting",0.487381685744524,11.9161994993896,0.0979766758358861,0.805885209364049,0,8.491872701262,2,0.291193196013263,0,30.1922139318368,0,143.724867122937,0.235885352812833,0.28218500806597,0.249087470947575,0.852643469193632,0,0,0.0478260640942277,0.0478260640942277,0.166956489731919,2.66288314022518,0.444585621658306,9.48860868096203,5.31826020844201,118.665967551829,5.31826020844201,110.362229419621,4.53457983420044,77.0969444260602,0,0,0,0,8.44533333333333,1,0,0,0
"16","Foggia",2005,1,133,25.4,10.5,0,0,8.74,135.42,0,"post-transplanting",0.546357362847458,12.4625568622371,0.126824490339515,0.941650294164935,0,7.42339791675755,3,0.400027983787301,0,31.1009382709977,0,142.416114799989,0.20620549768771,0.273894772168771,0.249656034975891,0.78800268856038,0,0,0.0476760783047073,0.0476760783047073,0.16674650962659,3.69022205651383,0.615331647670738,12.9100967552261,8.11155537988448,126.777522931714,8.11155537988448,118.473784799506,6.39192744775539,83.4888718738156,0,0,0,0,9.028,1,0,0,0
"17","Foggia",2005,1,134,26,9.3,0,0,8.31,143.73,0,"post-transplanting",0.519221760325213,12.9817786225623,0.122789513047524,0.866265413362172,0,6.43434299034786,4,0.408552578804203,0,31.9248114559456,0,141.183689036237,0.178731749731885,0.266525742080544,0.25022867890388,0.731185763059504,0,0.07,0.0475334716787445,0.0475334716787445,0.166546860350242,3.85269095390344,0.641653582272397,13.5926155585077,8.11621904436911,134.893741976083,7.54808371126327,126.021868510769,5.51905134805705,89.0079232218727,0,0,0,0,9.582,1,0,0,0
"18","Foggia",2005,1,135,27.9,13.2,0,0,12.25,155.98,1,"vegetative",0.765743068916711,13.747521691479,0.125268692523596,0.860620117719051,0,5.44845418010521,5,0.448775996720187,0,33.2778759812852,0,139.381848514177,0.151345949447367,0.258027516610868,0.251125009245359,0.673736711438014,0,0,0.050201736027993,0.0494844685829942,0.169278256016192,4.24241909103559,0.718149305020302,13.8351783558426,12.183320723195,147.077062699278,12.183320723195,138.205189233964,8.20835043843998,97.2162736603127,0,0,0,0,10.3986666666667,1,0,0,0
"19","Foggia",2005,1,136,29.9,12.2,0.1,0,12.84,168.82,1,"vegetative",0.802675899255566,14.5501975907346,0.132710368759765,0.8895793569839,0,4.52616445436154,6,0.510943660504846,0,34.6315731640474,0,137.51720767091,0.125726790398932,0.249862775737479,0.252141190905881,0.621340373965785,0,0,0.0566898469696181,0.0538557471122497,0.17539804595715,4.79062388903778,0.840266069052868,15.4217869206727,14.2355011873805,161.312563886658,14.2355011873805,152.440690421344,8.8450916313574,106.06136529167,0,0,0,0,11.2546666666667,1,0,0,0
"20","Foggia",2005,1,137,28.1,11.9,0,10.5,11.56,180.38,1,"vegetative",0.72271784867814,15.2729154394127,0.113180394056637,4.09841759148827,0.0145664688166409,10.8,0,0.463017801885504,0,35.8395575057143,0,135.860771996174,0.3,0.243351289014159,0.253129197015844,0.772392886466576,0,0,0.0631979580910423,0.0578994993102463,0.181059299034345,4.35029764710626,0.787661842575819,14.3935205370112,11.9628223270254,173.275386213684,11.9628223270254,164.40351274837,9.23999886745791,115.301364159128,0,0,0,0,12.0253333333333,1,0,0,0
"21","Foggia",2005,1,138,26.8,14.6,0,0,12.43,192.81,1,"vegetative",0.777054331858671,16.0499697712714,0.11410366037421,1.5224899630002,0,9.16340637662559,1,0.496349772891621,0,37.1027277563108,0,134.101251972686,0.254539066017377,0.23692729055198,0.25426841057671,0.701096086998826,0,0,0.0709689304739484,0.0639017430997312,0.189462440339624,3.92652789400888,0.743929556860525,12.7550932107877,11.3981104976092,184.673496711293,11.3981104976092,175.801623245979,7.99117066905408,123.292534828182,0,0,0,0,12.854,1,0,0,0
"22","Foggia",2005,1,139,20.7,13.2,0.4,0,7.29,200.1,1,"vegetative",0.455448026615162,16.5054177978866,0.0694867623383827,0.745286688561497,0,8.74863292572571,2,0.312815918934103,0,37.8078476803365,0,133.083316129727,0.243017581270159,0.233288152985124,0.254980638568015,0.675282796436884,0,0,0.0759283134784764,0.0673787471181342,0.194330245965388,2.51427784469555,0.488600231985011,9.04937318131135,4.73974703116229,189.413243742455,4.73974703116229,180.541370277141,3.20066962960669,126.493204457789,0,0,0,0,13.34,1,0,0,0
"23","Foggia",2005,1,140,20.9,8.8,0.1,0,4.29,204.39,1,"vegetative",0.26820768541309,16.7736254832997,0.0764560753457518,0.704634400657636,0,8.06754244972232,3,0.351025782578442,0,38.0517213675289,0,132.488416659956,0.224098401381176,0.230220923639326,0.255415854597385,0.645629484990415,0,0.12,0.0789936108164681,0.0694486896764438,0.197228165547021,2.82599288705614,0.557365392963013,10.8258998125044,3.33912796090967,192.752371703365,2.93843260560051,183.479802882742,1.8971387298329,128.390343187622,0,0,0,0,13.626,1,0,0,0
"24","Foggia",2005,1,141,25.5,7.2,0,0,6.41,210.8,1,"vegetative",0.400803835777801,17.1744293190775,0.100370197789591,0.834415343433115,0,7.13275690849962,4,0.474230091436793,0,38.4625223693161,0,131.603385566732,0.198132136347212,0.226126225281542,0.256084125041516,0.606181328035167,0,0.28,0.0837847742677498,0.0725420060679998,0.2015588084952,3.81110534318243,0.76816185202154,13.9580476969764,6.43360491545528,199.18597661882,4.6321955391278,188.11199842187,2.80795044362707,131.198293631249,0,0,0,0,14.0533333333333,1,0,0,0
"25","Foggia",2005,1,142,32.2,6.9,0,0,10.97,221.77,1,"vegetative",0.685893115153664,17.8603224342311,0.135974529730599,1.05734476021254,0,5.93943761855648,5,0.673541784879884,0,39.2934115192884,0,130.09895463188,0.164984378293236,0.22034858088933,0.257277230841071,0.555245253466411,0,0.31,0.0925995148039243,0.0778853371925034,0.209039472069505,5.37270483166459,1.12310738159644,17.9905733714994,14.1905519751551,213.376528593975,9.79148086285699,197.903479284727,5.43667327350854,136.634966904757,0,0,0,0,14.7846666666667,1,0,0,0
"26","Foggia",2005,1,143,32.6,9.4,0,0,12.79,234.56,1,"vegetative",0.799084217119712,18.6594066513508,0.132914570406654,1.00015760428671,0,4.80636544386312,6,0.693787769295798,0,40.3322907718278,0,128.366287610044,0.13351015121842,0.214632923572217,0.258757549606382,0.507951312419838,0,0.0599999999999999,0.103920774984235,0.084171413170879,0.217839978439231,5.56440818616912,1.21215055930216,17.9358180317468,16.482063476845,229.85859207082,15.4931396682343,213.396618952961,7.86976062798347,144.504727532741,0,0,0,0,15.6373333333333,1,0,0,0
"27","Foggia",2005,1,144,22.7,14.6,0,15.8,9.74,244.3,1,"vegetative",0.608728890309079,19.2681355416599,0.0652846151171955,2.64904612188465,7.09203470686128,10.8,0,0.354019655837212,0,48.3726436196845,0,127.063949813212,0.3,0.247788299074031,0.2599601718518,0.779587644666555,0,0,0.113346978849669,0.0889594657954635,0.224543252113649,2.90771488471436,0.652907756433026,9.97706177845991,6.98432460668908,236.842916677509,6.98432460668908,220.38094355965,5.4448931697154,149.949620702456,0,0,0,0,16.2866666666667,1,0,0,0
"28","Foggia",2005,1,145,25.2,15.1,0,0,11.75,256.05,1,"vegetative",0.734681596843153,20.0028171385031,0.103756791227433,1.31685160273015,0,9.37939160604242,1,0.588052582705962,0,49.340450129478,0,125.508090720712,0.2605386557234,0.241824877840126,0.2614936055941,0.723157745917608,0,0,0.125702797034086,0.0985919089917809,0.238028672588493,3.5268831405629,0.839499312322923,11.6230000677659,9.82008488737852,246.663001564888,9.82008488737852,230.201028447028,7.10147045187622,157.051091154332,0,0,0,0,17.07,1,0,0,0
"29","Foggia",2005,1,146,25.6,15.4,0,0,12.19,268.24,1,"vegetative",0.761930552558803,20.7647476910619,0.104778679550389,1.02463675928415,0,8.24997616720788,2,0.620455601871762,0,50.3138020094968,0,123.914283238822,0.229166004644663,0.23601893519908,0.263186539201875,0.675144268706776,0,0,0.139722103209131,0.108730078844656,0.252222110382518,3.61706151116327,0.91230288772898,11.8111987694725,10.349210185527,257.012211750415,10.349210185527,240.550238632555,6.98720994240033,164.038301096733,0,0,0,0,17.8826666666667,1,0,0,0
"30","Foggia",2005,1,147,29.8,13.9,0,0,13.71,281.95,1,"vegetative",0.85675790318361,21.6215055942455,0.138581830694119,1.14287032876959,0,6.96852400774417,3,0.860200778510441,0,51.2230102556895,0,122.144874214119,0.193570111326227,0.22922873590271,0.265219875752004,0.621405375961293,0,0,0.157029271995168,0.120414914658089,0.268580880521325,4.8491615018382,1.30239206595381,15.2951094557097,15.0698367921733,272.082048542588,15.0698367921733,255.620075424729,9.36447759751577,173.402778694248,0,0,0,0,18.7966666666667,1,0,0,0
"31","Foggia",2005,1,148,29.8,14,0,0,13.76,295.71,1,"vegetative",0.859913022994499,22.48141861724,0.135162301743178,0.994473755795601,0,5.83888795020539,4,0.877717793842849,0,52.0958585956591,0,120.394308080306,0.16219133195015,0.222844220687113,0.267410404043217,0.573752423654088,0,0,0.176114095503086,0.132274326585182,0.285184057219254,4.8548274650113,1.38451939357139,15.2936853106455,15.1239250434343,287.205973586022,15.1239250434343,270.744000468163,8.67738864883318,182.080167343082,0,0,0,0,19.714,1,0,0,0
"32","Foggia",2005,1,149,31.1,14.6,0.8,0,14.63,310.34,1,"vegetative",0.914238191547075,23.395656808787,0.1410437155501,0.950753771668668,0,5.54709046298662,5,0.958893072465341,0,52.9714500980588,0,118.559823505441,0.154085846194073,0.216432721414971,0.269912923734466,0.542190242105584,0,0,0.198356194467546,0.145035784773195,0.303050098682473,5.21052413140883,1.57904985221085,16.0304089693848,16.8539539218199,304.059927507842,16.8539539218199,287.597954389983,9.13804935730789,191.21821670039,0,0,0,0,20.6893333333333,1,0,0,0
"33","Foggia",2005,1,150,32.4,13.7,0,17.8,14.79,325.13,1,"vegetative",0.924219708133138,24.3198765169202,0.149496527117988,4.72245844489892,7.67513549096971,10.8,0,1.0624158326213,0,61.4104251810158,0,116.733568080832,0.3,0.240035885183944,0.272639116416805,0.737164059522405,0,0,0.222925256169206,0.158356890285525,0.321699646399734,5.61099875991499,1.805056317014,17.1779290959925,18.2576077077444,322.317535215587,18.2576077077444,305.855562097727,13.4588522150084,204.677068915398,0,0,0,0,21.6753333333333,1,0,0,0
"34","Foggia",2005,1,151,36.1,13.1,0,0,15.71,340.84,1,"vegetative",0.98195981504084,25.301836331961,0.224270935582143,2.28264056545804,0,8.29308849895981,1,1.66721789978958,0,61.6536684965881,0,114.823106865471,0.23036356941555,0.230375904099249,0.275766531345375,0.651872207973429,0.22,0,0.251317107713058,0.179286342826948,0.351000879957728,6.7146217965151,2.35683815916014,19.8048070921281,22.3646534154714,344.682188631058,17.4444296640677,323.299991761795,11.371538881953,216.048607797351,0,0,0,0,22.7226666666667,1,0,0,0
"35","Foggia",2005,1,152,27.2,16.4,0,0,13.66,354.5,1,"vegetative",0.853575002117722,26.1554113340787,0.130113022517259,1.02635876074043,0,7.13661671570213,2,1.00427351876913,0,62.2828972059166,0,113.189604637373,0.198239353213948,0.224148099074694,0.278699414734272,0.605881956811516,0,0,0.277880394150643,0.196602211008047,0.375243095411266,4.01942355821911,1.50826093775511,12.6939854668365,12.4605589724979,357.142747603556,12.4605589724979,335.760550734293,7.54962785322232,223.598235650573,0,0,0,0,23.6333333333333,1,0,0,0
"36","Foggia",2005,1,153,27.3,15.6,0,0,13.29,367.79,1,"vegetative",0.830538757887713,26.9859500919665,0.131387352040577,0.867664018140654,0,6.1375653455209,3,1.05048348958697,0,62.7992196103517,0,111.622798743351,0.170487926264469,0.218180571576166,0.281755795523158,0.564393149042067,0,0,0.305318070097377,0.213226203801015,0.398516685321421,4.11575247579968,1.64019603425912,13.1141743429763,12.5256045799692,369.668352183525,12.5256045799692,348.286155314262,7.06936541254456,230.667601063118,0,0,0,0,24.5193333333333,1,0,0,0
"37","Foggia",2005,1,154,29.8,13.5,0,0,13.5,381.29,1,"vegetative",0.843862219002523,27.829812310969,0.153985461065503,0.893497016796288,0,5.09008286765911,4,1.27447669895816,0,63.0946472887075,0,110.052894366037,0.141391190768309,0.211757028535258,0.285079919929411,0.520858635852949,0,0,0.334678502883514,0.229797030918421,0.421715843285789,4.9141774996734,2.07238650833082,15.5788026238695,15.118317394318,384.786669577843,15.118317394318,363.40447270858,7.87450617439639,238.542107237514,0,0,0,0,25.4193333333333,1,0,0,0
"38","Foggia",2005,1,155,33.1,12.7,0,0,14.67,395.96,1,"vegetative",0.916783569118974,28.746595880088,0.178232072882726,0.941333105248445,0,3.97051768952794,5,1.52962305112731,0,63.2466023257263,0,108.371316277891,0.110292158042443,0.204708623165468,0.288958699938987,0.474276518044667,0,0,0.368094536976336,0.247202060851624,0.446082885192274,5.85903649476577,2.61361590403194,18.0034307238378,18.9810368966941,403.767706474537,18.9810368966941,382.385509605274,9.00226008824144,247.544367325756,0,0,0,0,26.3973333333333,1,0,0,0
"39","Foggia",2005,1,156,33.3,17.5,0.1,0,15.95,411.91,1,"vegetative",0.996595506820035,29.743191386908,0.169053315830816,0.838866025113577,0,3.6,6,1.50700839328497,0,63.5396333802866,0,106.571276830046,0.1,0.197993177842991,0.293518720014456,0.440546254027728,0,0,0.405909846361718,0.265136974115705,0.471191763761986,5.81635551018968,2.74061881151302,16.8375275306556,19.2972349254615,423.064941399999,19.2972349254615,401.682744530736,8.50132455950512,256.045691885261,0,0,0,0,27.4606666666667,1,0,0,0
"40","Foggia",2005,1,157,29.4,17.3,8.5,0,15.01,426.92,1,"vegetative",0.938169375939399,30.6813607628474,0.129231048198777,3.32295626673239,0,8.64781268506884,0,1.19243042231708,0,64.0135680959147,0,104.9049116921,0.24021701902969,0.192709601731449,0.298174683471112,0.486774203381196,0,0,0.442554776304621,0.281280760731159,0.493793065023623,4.62344137345322,2.2830232867545,14.0513049278301,15.1598795715681,438.224820971567,15.1598795715681,416.842624102304,7.37943830180491,263.425130187066,0,0,0,0,28.4613333333333,1,0,0,0
"41","Foggia",2005,1,158,24.8,14.6,0.2,23.76,11.17,438.09,1,"vegetative",0.69831606838162,31.379676831229,0.107782298140169,2.48864955244286,19.2113808344858,10.8,0,1.01960892978172,0,83.4262864253979,0.65080185974567,103.033163407576,0.3,0.244970743563917,0.3,0.751158604609232,0,0,0.470260146206428,0.294767020094493,0.512673828132289,3.52883319889026,1.80914042491538,11.7690541585187,9.45129757282924,447.676118544396,9.45129757282924,426.293921675133,7.09942349655303,270.524553683619,0,0,0,0,29.206,1,0,0,0
"42","Foggia",2005,1,159,19.3,11.5,1.2,0,5.05,443.14,1,"vegetative",0.315783305001826,31.6954601362308,0.0976027073168961,0.697712845773079,0.404684446910023,10.8,1,0.933584865666733,0,83.4396552210685,0.594550683579271,101.896343509569,0.3,0.242313751678666,0.3,0.738869000166156,0,0,0.482856722437632,0.304229046719177,0.525920665406848,2.42095161771928,1.27322848570871,9.12052297211905,3.31212522060296,450.988243764999,3.31212522060296,429.606046895736,2.44722665017202,272.971780333791,0,0,0,0,29.5426666666667,1,0,0,0
"43","Foggia",2005,1,160,19.4,9.7,4.6,0,3.89,447.03,1,"vegetative",0.242991506993777,31.9384516432246,0.10377647264452,1.76662041317413,2.72960311418135,10.8,0,1.00104347844262,0,85.580880624583,0.462103657401826,101.021574084391,0.3,0.246445115307969,0.3,0.757377806189366,0,0.03,0.492575545745048,0.311409983979119,0.535973977570767,2.56556205009013,1.37507449669142,9.91943260938034,2.77188856001802,453.760132325017,2.68873190321748,432.294778798954,2.03638587029021,275.008166204081,0,0,0,0,29.802,1,0,0,0
"44","Foggia",2005,1,161,20.4,8.9,0,0,4.02,451.05,2,"reproductive",0.251331651234884,32.1897832944595,0.116525343272545,0.793497808350914,0,9.88997684837654,1,1.1337831728127,0,84.8702627688532,0.481628627362639,100.116780139946,0.274721579121571,0.242294429734491,0.3,0.726582758034337,0,0.11,0.502624975883078,0.319021199330514,0.54662967906272,2.81311719065375,1.53773334709288,10.8430357333247,3.13397778654363,456.894110111561,2.78924023002383,435.084019028977,2.02661385915104,277.034780063232,2.33434560356249e-05,1.17234386870438e-06,2.33434560356249e-05,1.17234386870438e-06,30.07,1,3.13397778654363,2.78924023002383,2.02661385915104
"45","Foggia",2005,1,162,25.4,5.9,0,0,5.41,456.46,2,"reproductive",0.337874745295766,32.5276580397553,0.160426232643003,0.830967720531944,0,8.89858289520159,2,1.5790036460296,0,83.8550413159839,0.652566889904477,98.9004310568811,0.247182858200044,0.236656767707651,0.3,0.688137903260437,0,0.41,0.516144385964982,0.328844169594821,0.560381837432749,3.89543532699881,2.18293120614403,14.5656421141146,5.65956701228212,462.553677123843,3.33914453724645,438.423163566224,2.29779192054431,279.332571983776,2.69659810548444e-05,2.52661645392054e-06,2.69659810548444e-05,2.52661645392054e-06,30.4306666666667,1,8.79354479882575,6.12838476727028,4.32440577969536
"46","Foggia",2005,1,163,28.6,8.7,0,0,9.74,466.2,2,"reproductive",0.608728890309079,33.1363869300643,0.191479766531269,0.820011812946568,0,7.88709131572376,3,1.92350277782157,0,82.9349310323014,1.18803151097363,96.7090070517684,0.219085869881215,0.229332211214645,0.3,0.642022797824798,0,0.13,0.54041165833662,0.34554339952249,0.583760759331486,4.67613245322968,2.72974263163196,16.0449233229127,11.2320596248685,473.785736748711,9.77189187363563,448.195055439859,6.27377736075296,285.606349344529,3.49631080106883e-05,4.28251691889992e-06,3.49631080106883e-05,4.28251691889992e-06,31.08,1,20.0256044236943,15.9002766409059,10.5981831404483
"47","Foggia",2005,1,164,28.4,11.4,0,17,11.43,477.63,2,"reproductive",0.714652331066423,33.8510392611308,0.186221046471963,2.94395599992149,10.9569142693303,10.8,0,1.91503760531846,0,93.128696318391,1.42085976976135,94.1362586599292,0.3,0.251554724867145,0.3,0.779240590870703,0,0,0.568638887203404,0.363665923974383,0.609132293564137,4.62643147811398,2.81810881728089,15.3477689693272,12.6135667011884,486.3993034499,12.6135667011884,460.808622141048,9.82900316922103,295.43535251375,4.74211594308214e-05,6.66407967553431e-06,4.74211594308214e-05,6.66407967553431e-06,31.842,1,32.6391711248827,28.5138433420943,20.4271863096693
"48","Foggia",2005,1,165,28.9,13.5,0,0,13.01,490.64,2,"reproductive",0.813308506684213,34.664347767815,0.216369583459728,1.19467189941941,0,9.38895851712086,1,2.2837339123487,0,92.1209927386348,1.65188029147076,91.2083480358661,0.260804403253357,0.242441418695168,0.3,0.720153147162404,0,0,0.600224353063114,0.38827860105383,0.643590041475362,4.71488018423591,3.03444993332375,15.119549077206,14.1413865639792,500.540690013879,14.1413865639792,474.950008705027,10.1839640392898,305.61931655304,6.70851381561503e-05,1.00331973536761e-05,6.70851381561503e-05,1.00331973536761e-05,32.7093333333333,1,46.7805576888619,42.6552299060735,30.6111503489591
