"","site","year","experiment","doy","tMax","tMin","p","irrigation","gddRate","gddState","phenoCode","phenoStage","rootRate","rootState","ftsw","trc1","ev1","dc1","wc1mm","daysNoRain","trc2","dc2","wc2mm","dc3","wc3mm","wc1","wc2","wc3","waterStress","heatStress","coldStress","fIntPot","fIntAct","kc","et0","etR","radiation","carbonRateIde","carbonStateIde","carbonRatePot","carbonStatePot","carbonRateAct","carbonStateAct","floweringRateIde","floweringStateIde","floweringRateAct","floweringStateAct","cycleCompletion","fruitSetCoefficient","fruitsStateIde","fruitsStatePot","fruitsStateAct","kt","carbonSugarRate","carbonSugarState","fruitWaterContentPot","fruitWaterContentPotRate","fruitWaterContentSensitivity","fruitWaterContentAct","fruitFreshWeightPot","fruitFreshWeightAct","brixPot","brixAct","swc_sim","swc_sim_2","month","day","swc","date"
"21","Foggia",2005,1,138,26.8,14.6,0,0,12.92,213.09,1,"vegetative",0.861538749275796,20.2060250348368,0.421990276228977,0.241827741033305,1.65477083138674,0,9.41340142757996,1,1.38696472211236,0,44.0157392845398,1.04718187399692,150.023285618665,0.313780047585999,0.255815850525741,0.377,0.985344660741461,0,0,0.0914693407132565,0.0900277511359317,0.376523588465542,4.39021100779749,1.65301800277683,23.7470504512683,2.15207736388819,13.819147557193,2.15207736388819,13.5196145430959,2.08711750242051,13.1786140560928,0,0,0,0,14.206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339087377217975,0.339087377217975,NA,NA,NA,NA
"22","Foggia",2005,1,139,20.7,13.2,0.4,0,8.54,221.63,1,"vegetative",0.569268986816361,20.7752940216532,0.32039767005755,0.166553184695361,0.890319586444613,0,8.75652865643998,2,0.986843942734249,0,44.4522887385222,0.72275068358104,147.877141538367,0.291884288547999,0.250079063020685,0.377,0.959443131869518,0,0,0.102576359530565,0.100971992824321,0.385826193900673,3.11578812932886,1.20215267493985,18.6723130340355,1.25389383236271,15.0730413895557,1.25389383236271,14.7735083754586,1.18422343305146,14.3628374891442,0,0,0,0,14.7753333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335143264888883,0.335143264888882,NA,NA,NA,NA
"23","Foggia",2005,1,140,20.9,8.8,0.1,0,5.56,227.19,1,"vegetative",0.370468058873326,21.1457620805265,0.271145004016702,0.193711002355833,0.890690419703544,0,7.7721272343806,3,1.17167792037642,0,44.1936734444367,0.483601955661499,146.480476956415,0.259070907812687,0.243548180827655,0.377,0.933601989875176,0,0.12,0.110427221457871,0.108504448379732,0.392228781122772,3.72868029919724,1.46249572895063,23.7824708210666,1.11887540522208,16.1919167947778,0.984610356595428,15.758118732054,0.903228363462364,15.2660658526066,0,0,0,0,15.146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330743796058721,0.330743796058721,NA,NA,NA,NA
"24","Foggia",2005,1,141,25.5,7.2,0,0,7.71,234.9,1,"vegetative",0.513691684450068,21.6594537649766,0.209025284544371,0.234398573714806,0.999620044651554,0,6.53810861601424,4,1.45791644960263,0,43.9898537106139,0.682520934596937,144.543859306038,0.217936953867141,0.235751026073346,0.377,0.876383921726396,0,0.28,0.122168095596394,0.11946575183833,0.40154588906258,4.80896509097269,1.93102016292554,29.3255338270882,2.11643096208061,18.3083477568584,1.52383029269804,17.281949024752,1.30592014330594,16.5719859959125,0,0,0,0,15.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325119702721111,0.32511970272111,NA,NA,NA,NA
"25","Foggia",2005,1,142,32.2,6.9,0,0,11.77,246.67,1,"vegetative",0.784868053873813,22.4443218188504,0.13475857954766,0.255423721559882,1.14203256850024,0,6.33,5,1.65551368072626,0,44.22513765577,1.06815493722195,141.584906742934,0.211,0.227444999459409,0.377,0.740166727777511,0,0.31,0.142114051845009,0.136946067198075,0.416404157118363,6.20014499068272,2.58176614885688,34.5697508516647,4.4343274927204,22.7426752495788,3.05968596997707,20.3416349947291,2.18232263199262,18.7543086279052,0,0,0,0,16.4446666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320233407331173,0.320233407331173,NA,NA,NA,NA
"26","Foggia",2005,1,143,32.6,9.4,0,0,13.19,259.86,1,"vegetative",0.879184807606413,23.3235066264568,0.0863238045835396,0.198847569340428,1.02446952865378,0,6.33,6,1.34709329771501,0,44.952699341301,1.23987174143019,138.270380018258,0.211,0.221185744013202,0.377,0.578232171578382,0,0.0599999999999999,0.167543523103838,0.155768115728834,0.432402898369509,6.18303963409202,2.67356425851494,33.1860310257645,5.6216133723778,28.3642886219566,5.28431657003514,25.6259515647643,2.8408087783071,21.5951174062123,0,0,0,0,17.324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315921798932598,0.315921798932598,NA,NA,NA,NA
"27","Foggia",2005,1,144,22.7,14.6,0,15.8,10.74,270.6,1,"vegetative",0.715986822952536,24.0394934494094,0.0537025164254366,0.0791779730643301,2.85826548978719,7.88255653714848,11.31,0,0.555288148541495,0,53.9299638982032,1.04927415423586,135.571109695727,0.377,0.256327292422134,0.377,0.415534451411849,0,0,0.190758004462977,0.169191475697195,0.443812754342616,3.44034203571248,1.52686767475024,19.6557264454629,3.08727090353998,31.4515595254966,3.08727090353998,28.7132224683042,1.1378302721202,22.7329476783325,0,0,0,0,18.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33468512265655,0.33468512265655,NA,NA,NA,NA
"28","Foggia",2005,1,145,25.2,15.1,0,0,12.4,283,1,"vegetative",0.826587109883163,24.8660805592925,0.360759066975562,0.213773200403893,1.35914383212191,0,9.7370829674742,1,1.5581273404831,0,54.2395254201708,1.2485445418088,132.454876291467,0.32456943224914,0.248053258896096,0.377,0.972927068542052,0,0,0.220410838170367,0.181513249684602,0.454286262231912,4.0089390224827,1.82120592403932,21.9989868625039,4.60916330046621,36.0607228259628,4.60916330046621,33.3223857687704,3.69298690520514,26.4259345835376,0,0,0,0,18.8666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32738580779852,0.32738580779852,NA,NA,NA,NA
"29","Foggia",2005,1,146,25.6,15.4,0,0,12.74,295.74,1,"vegetative",0.849209926932087,25.7152904862246,0.276986728840907,0.214815622377702,1.01771635208464,0,8.50455099301185,2,1.62653308776288,0,54.4876922626959,1.32682149424602,129.253354866933,0.283485033100395,0.239872311101367,0.377,0.937372235365316,0,0,0.254010187388737,0.214202966024551,0.482072521120869,4.07484955888911,1.96437300004193,22.1563295205916,5.4961914611606,41.5569142871234,5.4961914611606,38.818577229931,4.34458485599779,30.7705194395354,0,0,0,0,19.716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320409330204402,0.320409330204401,NA,NA,NA,NA
"30","Foggia",2005,1,147,29.8,13.9,0,0,13.85,309.59,1,"vegetative",0.92335007704283,26.6386405632674,0.203517495825128,0.26555081779167,1.05839310565373,0,7.18060706956646,3,2.09242011101967,0,54.3843737379166,1.49192820421102,125.772325076482,0.239353568985549,0.230065572478079,0.377,0.869381848999578,0,0,0.293924107803453,0.251617166825887,0.513874591802004,5.27801637021429,2.71223850776817,27.7212335207346,8.65190993816418,50.2088242252876,8.65190993816418,47.4704871680952,6.43913630016843,37.2096557397038,0,0,0,0,20.6393333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312228843139942,0.312228843139942,NA,NA,NA,NA
