"","site","year","experiment","doy","tMax","tMin","p","irrigation","gddRate","gddState","phenoCode","phenoStage","rootRate","rootState","ftsw","trc1","ev1","dc1","wc1mm","daysNoRain","trc2","dc2","wc2mm","dc3","wc3mm","wc1","wc2","wc3","waterStress","heatStress","coldStress","fIntPot","fIntAct","kc","et0","etR","radiation","carbonRateIde","carbonStateIde","carbonRatePot","carbonStatePot","carbonRateAct","carbonStateAct","floweringRateIde","floweringStateIde","floweringRateAct","floweringStateAct","cycleCompletion","fruitSetCoefficient","fruitsStateIde","fruitsStatePot","fruitsStateAct","kt","carbonSugarRate","carbonSugarState","fruitWaterContentPot","fruitWaterContentPotRate","fruitWaterContentSensitivity","fruitWaterContentAct","fruitFreshWeightPot","fruitFreshWeightAct","brixPot","brixAct","swc_sim","swc_sim_2","month","day","swc","date"
"146","Foggia",2017,27,159,25.7,18.3,0,9.5,13.95,417.22,1,"vegetative",0.465102139319956,19.9080916609572,0.231087201587118,0.302484839857182,1.55676458361818,5.7462408841589,11.31,0,1.70481379945173,0,44.3475210536718,0.56820032667099,151.146494438191,0.377,0.26228578566365,0.377,0.68972714569202,0,0,0.64612092503625,0.57711895077308,0.790551108157118,3.68132974145836,2.91027930660166,19.2622341371534,13.3136347073334,159.694138673012,13.3136347073334,159.418379900841,8.20210802815084,126.177135374781,0,0,0,0,27.8146666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344673359153105,0.344673359153105,6,8,32.757489585,2017-06-08
"147","Foggia",2017,27,160,28.7,14.9,0,0,13.82,431.04,1,"vegetative",0.460500448932101,20.3685921098893,0.410732143400447,0.526116156063569,0.822449747989955,0,9.96143409594648,1,3.04596563903033,0,42.4616058903631,0.576036216752357,149.410407745717,0.332047803198216,0.244473504943365,0.377,0.877649049716417,0,0,0.684258516747382,0.603423483047566,0.812909960590431,5.00677486207747,4.07005715581656,26.3298198239301,19.0820923262713,178.776230999283,19.0820923262713,178.500472227112,14.7689246723361,140.946060047117,0,0,0,0,28.736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336389079553378,0.336389079553378,6,9,33.67335,2017-06-09
"148","Foggia",2017,27,161,30.8,12.6,0,0,13.74,444.78,1,"vegetative",0.458103436136425,20.8266955460258,0.277639898284574,0.523852415053635,0.668637971285113,0,8.76894370960773,2,3.11285250473716,0,40.4895104053403,0.586292934520031,147.683357791483,0.292298123653591,0.227128523627964,0.377,0.755566798214172,0,0,0.718550931306529,0.633520188097883,0.838492159883201,5.74032117765471,4.81321430267498,30.2638451961163,22.9125301144963,201.688761113779,22.9125301144963,201.413002341609,15.2633132226075,156.209373269724,0,0,0,0,29.652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328236353177385,0.328236353177385,6,10,33.329533335,2017-06-10
"149","Foggia",2017,27,162,29,16.5,0,0,14.4,459.18,2,"reproductive",0.479992533307811,21.3066880793336,0.152436502055121,0.317423116097445,0.448360141360161,0,8.00316045215012,3,1.936988658522,0,39.7339702307139,0.628123366674799,145.873785940912,0.266772015071671,0.217046196769855,0.377,0.536971230443536,0,0,0.750474179841252,0.657640334781859,0.85899428456458,4.8875583126263,4.1983846560221,25.1007156252633,20.7962091226926,222.484970236472,20.7962091226926,222.209211464301,9.78560949433691,165.994982764061,2.89944776725131e-05,1.45614677080299e-06,2.89944776725131e-05,1.45614677080299e-06,30.612,1,20.7962091226926,20.7962091226926,9.78560949433691,4,0.68382014536318,0.683820145363181,0.620777717119857,0.620777717119857,0.00729987482770067,0.620774337067798,25.8044158692799,25.8041858735873,NA,NA,0.322684861039627,0.322684861039627,6,11,32.118125,2017-06-11
"150","Foggia",2017,27,163,32,13.8,0,16.3,14.48,473.66,2,"reproductive",0.482506370320641,21.7891944496542,0.07766622183197,0.2303592496597,1.93890305742559,10.8238981450648,11.31,0,1.44275491171085,0,50.2881973137225,0.645965166454204,144.054736924804,0.377,0.267644243336084,0.377,0.323995311328409,0,0,0.778479730481793,0.67267850976856,0.871776733303276,5.92354341309716,5.16400732624997,30.3090396996925,26.184867056889,248.669837293361,26.184867056889,248.39407852119,7.33076576280474,173.325748526866,4.26578533323466e-05,3.59848904993881e-06,4.26578533323466e-05,3.59848904993881e-06,31.5773333333333,1,46.9810761795816,46.9810761795816,17.1163752571416,1.26247576668017,1.27720578420757,1.96102592957076,0.651072873038084,0.0302951559182264,0.00837024487403461,0.651063834661244,49.0542979738283,49.053027336747,NA,NA,0.342754890397544,0.342754890397544,6,12,31.87340208,2017-06-12
"151","Foggia",2017,27,164,33.2,13.4,0,0,14.65,488.31,2,"reproductive",0.488423373519327,22.2776178231735,0.429943136697142,0.656925076165867,0.826020765980259,0,9.82705415785387,1,4.22131685226158,0,47.2395421377985,0.668694441830326,142.213380806636,0.327568471928462,0.24504864953289,0.377,0.889475961030684,0,0,0.802843586598132,0.680572284916133,0.878486442178713,6.24301036466975,5.48439996374356,31.6327714949507,28.5293883993839,277.199225692745,28.5293883993839,276.923466920574,21.5114652709028,194.837213797769,6.30442764856309e-05,6.76466850862902e-06,6.30442764856309e-05,6.76466850862902e-06,32.554,1,75.5104645789655,75.5104645789655,38.6278405280444,1.80429106419697,2.38644891309825,4.347474842669,0.678887692328567,0.0278148192904834,0.0096114441709001,0.678877591656097,120.293864810591,120.290081054314,NA,NA,0.33213329517048,0.332133295170481,6,13,33.464879165,2017-06-13
"152","Foggia",2017,27,165,35.6,17.2,0,0,14.75,503.06,2,"reproductive",0.491583547203811,22.7692013703774,0.27060968516958,0.569611456228197,0.619331691025018,0,8.63811101060066,2,3.7535878603497,0,44.6511169140616,0.688107336345496,140.360110833677,0.287937033686689,0.225862016768001,0.377,0.746579221969858,0.12,0,0.823662223352242,0.699089961850344,0.894226467572793,6.47562721612767,5.79067725079608,30.5101666913707,28.4131185479003,305.612344240645,25.0035443221523,301.927011242726,15.8438744659691,210.681088263738,9.34204108046259e-05,1.14563836364792e-05,8.22099615080707e-05,1.08933778211372e-05,33.5373333333333,0.999999436994185,103.923583126866,100.513994823977,54.4717060738201,0.745896592561969,2.57842361489411,6.92589845756312,0.704278244360105,0.0253905520315382,0.0110450472589661,0.704265344643166,184.199183979386,184.191149353444,NA,NA,0.322748897930566,0.322748897930565,6,14,31.909322915,2017-06-14
"153","Foggia",2017,27,166,32.1,19.9,0,17,14.87,517.93,2,"reproductive",0.495741868314549,23.2649432386919,0.137750311422735,0.305878229834215,1.50428715770989,12.5179456230566,11.31,0,2.06620165518064,0,56.262567274963,0.70924045052044,138.491163990132,0.377,0.277634961086596,0.377,0.501174236256407,0,0,0.841274436241331,0.712238874046248,0.905403042939311,5.22755515611811,4.73304434548242,24.8547571064291,23.8413394259334,329.453683666579,23.8413394259334,325.76835066866,10.115966199591,220.797054463329,0.000138871946677802,1.84307440300004e-05,0.000138871946677802,1.78677382146583e-05,34.5286666666667,0.999999436994185,127.764922552799,124.355320827098,64.5876665780632,0.321415067984688,1.90268753132337,8.82858598888648,0.727468984406641,0.0231907400465362,0.0127040673490081,0.727449747573604,236.991985801844,236.975258702083,NA,NA,0.343439552108491,0.343439552108492,6,15,32.123645835,2017-06-15
"154","Foggia",2017,27,167,32.6,17.9,0,0,14.99,532.92,2,"reproductive",0.499738141065315,23.7646813797572,0.476979400103472,0.593530528741282,0.655220143059791,0,10.0612493281989,1,4.10815743949052,0,53.3078984495791,0.730524177709583,136.607151198315,0.335374977606631,0.256723893204291,0.377,0.914060425516056,0,0,0.856024571452329,0.719631261795299,0.911686572526004,5.64200333405239,5.14373868180251,27.2926177541559,26.8535530744715,356.30723674105,26.8535530744715,352.621903743131,20.6348090157265,241.431863479055,0.000207089095439995,2.8831073396145e-05,0.000207089095439995,2.82680675808029e-05,35.528,0.999999436994185,154.618475627271,151.208858782863,85.2224639762722,0.581249668381058,2.95532461170961,11.7839106005961,0.748632186344149,0.0211632019375078,0.0146250601229305,0.748611692639668,339.034909588508,339.007270748345,NA,NA,0.333293831626822,0.333293831626822,6,16,33.55814167,2017-06-16
"155","Foggia",2017,27,168,30,17.9,0,0,14.87,547.79,2,"reproductive",0.49551488522672,24.2601962649839,0.334035149703843,0.46223708988668,0.425081141256985,0,9.17393109705526,2,3.27575041731528,0,51.1603293130502,0.739909836518336,134.739060081011,0.305797703235175,0.240639026448277,0.377,0.817292891784787,0,0,0.868093235294449,0.730662749802237,0.921063337331901,4.96558737452437,4.57362047899257,24.7684687603521,24.5047384558694,380.811975196919,24.5047384558694,377.126642199001,16.8569263116658,258.288789790721,0.000307809443717989,4.42897318536321e-05,0.000307809443717989,4.37267260382901e-05,36.5193333333333,0.999999436994185,179.12321408314,175.713583442422,102.079380797391,0.345400172574624,2.8263114343529,14.610222034949,0.767636887853265,0.0190047015091163,0.0168126739039567,0.767613322353754,439.309750391571,439.265201565394,NA,NA,0.325122200818527,0.325122200818527,6,17,32.26263958,2017-06-17
"156","Foggia",2017,27,169,25.1,16.6,0,0,13.06,560.85,2,"reproductive",0.435245372966928,24.6954416379509,0.226231907031784,0.295988330070115,0.270679342883278,0,8.60726342410187,3,2.1405325135169,0,49.9972060071695,0.663465848449107,133.098185024925,0.286908780803396,0.230450280024315,0.377,0.681935943159132,0,0,0.876895071521279,0.737856427985078,0.927177963787317,3.85357173717862,3.57294679658562,20.7634233963117,18.2267227727961,399.038697969715,18.2267227727961,395.353364971797,10.4586686886108,268.747458479332,0.000435934119064186,6.61830063912156e-05,0.000435934119064186,6.56200005758735e-05,37.39,0.999999436994185,197.349936855936,193.940295953467,112.53804359771,0.158044883060495,2.12426518627703,16.734487221226,0.782843056174432,0.0152061683211663,0.0189971627203479,0.782813448360277,518.233686729845,518.163038862518,NA,NA,0.319504424093661,0.319504424093661,6,18,30.90743125,2017-06-18
"157","Foggia",2017,27,170,27.6,18.7,0,20.8,14.59,575.44,2,"reproductive",0.486340117456823,25.1817817554077,0.157689112860127,0.254738891602456,1.07209021341947,16.7704343190799,11.31,0,1.88352083271338,0,65.9629692758413,0.754652460507032,131.264682782113,0.377,0.297374530158111,0.377,0.549149322606119,0,0,0.885045774378615,0.743414685225506,0.93190248244168,4.17829919207067,3.89376738947472,21.2486155494192,21.0360552679535,420.074753237669,21.0360552679535,416.38942023975,9.70331562797289,278.450774107305,0.000642999031748668,9.84753958001786e-05,0.000642999031748668,9.79123899848365e-05,38.3626666666667,0.999999436994185,218.38599212389,214.976339377999,122.24135376266,0.127542342415655,2.00775666327997,18.742243884506,0.798336160747662,0.0154931045732304,0.0217674149700189,0.798296739079723,606.163971765417,606.04550072681,NA,NA,0.347562753429924,0.347562753429924,6,19,31.199858335,2017-06-19
"158","Foggia",2017,27,171,32.7,12.9,0,0,14.43,589.87,2,"reproductive",0.480848096195477,25.6626298516032,0.57640281480659,0.641858227247914,0.647444573118976,0,10.0206971996331,1,4.84873180710856,0,62.1662103489574,0.760824442432266,129.451885459456,0.33402323998777,0.274311546171063,0.377,0.950381805187514,0,0,0.891639099497048,0.747035405248015,0.934980094460813,6.17900489529445,5.77724658067623,31.6940337301741,31.2537660765343,451.328519314203,31.2537660765343,447.643186316285,24.8858541422756,303.33662824958,0.00094420174411727,0.000145894643569085,0.00094420174411727,0.000145331637753743,39.3246666666667,0.999999436994185,249.639758200424,246.230087858481,147.127193894055,0.356855762446669,3.57358891537807,22.3158327998841,0.812246412973083,0.0139102522254211,0.0248943546632602,0.812205756092205,783.618551441908,783.448900416204,NA,NA,0.336064655013411,0.336064655013411,6,20,33.22677083,2017-06-20
"159","Foggia",2017,27,172,33.2,16.1,0,11.5,14.98,604.85,2,"reproductive",0.499493570773188,26.1621234223764,0.42264254033722,0.572455699320294,1.48692751263812,8.1513139876747,11.31,0,4.41976318716647,0,66.9754342246567,0.805417686623798,127.568794697641,0.377,0.289159301171642,0.377,0.885114766363228,0,0,0.897205152012787,0.752325280285692,0.939476488242838,6.00354979447755,5.64019387790678,29.4520434558292,30.3574249455504,481.685944259754,30.3574249455504,478.000611261835,22.5308934068806,325.867521656461,0.00140652821789793,0.000216532630073562,0.00140652821789793,0.00021596962425822,40.3233333333333,0.999999436994185,279.997183145974,276.587495712625,169.658074615911,0.256812958563133,3.69004113552567,26.0058739354097,0.82533877960137,0.0130923666282869,0.0286025982033415,0.825294836704314,971.355142422,971.110821314238,NA,NA,0.343090381537163,0.343090381537163,6,21,33.19224565,2017-06-21
"160","Foggia",2017,27,173,35.4,15.9,0,0,14.95,619.8,2,"reproductive",0.498214358194686,26.660337780571,0.530383889712148,0.651407735622115,0.662306566662876,0,9.99628569771501,1,5.13750901923205,0,62.8972019583573,0.818991377461387,125.690526567247,0.333209523257167,0.26583391387593,0.377,0.935789568759098,0.0799999999999997,0,0.901693168535251,0.756297689981407,0.942853036484196,6.56107648534101,6.18613088680882,31.4463562272098,32.4917561098618,514.177700369616,29.8924156210729,507.893026882908,23.4624416930612,349.329963349522,0.00209261417849883,0.000321626897091394,0.00192520504421893,0.000312656349914625,41.32,0.999991029452823,312.488939255836,306.479643182373,193.120305838032,0.22752873615096,3.9443981524508,29.9502720878605,0.837164257559101,0.0118254779577308,0.0328355382581376,0.837118206277974,1185.98228462111,1185.64697394978,NA,NA,0.330973357038866,0.330973357038866,6,22,33.07046875,2017-06-22
"161","Foggia",2017,27,174,37,18.7,0,11.2,13.92,633.72,2,"reproductive",0.46408388513689,27.1244216657079,0.375215379863959,0.59525331915761,1.60581637019429,7.6852160083631,11.31,0,4.78671402309014,0,66.767886408534,0.777413782062283,123.940930320281,0.377,0.276764713093381,0.377,0.852554559558793,0.4,0,0.905087032923812,0.759473632874005,0.945552587942905,6.67625919512234,6.31275415972555,30.4563193293369,29.4233477344097,543.601048104025,17.6540086406458,525.547035523554,12.6295499284179,361.95951327794,0.00302749246543869,0.000473672173677224,0.00181649547926321,0.000403883515866124,42.248,0.999930211342189,341.912286990246,324.132419773451,205.748974367112,0.0899015201478879,2.74279913463654,32.6930712224971,0.8471642397913,0.00999998223219878,0.0373166219609682,0.847112686344412,1346.2096441707,1345.75570364593,NA,NA,0.336698027881359,0.336698027881358,6,23,32.841475,2017-06-23
"162","Foggia",2017,27,175,37.3,20.2,0,0,13.1,646.82,2,"reproductive",0.436732026855428,27.5611536925634,0.461898850747371,0.615233260965791,0.649342786129371,0,10.0454239529048,1,5.03694622645258,0,62.6330897439002,0.744330179426242,122.294450579036,0.334847465096828,0.255008744816675,0.377,0.906798494934395,0.459999999999999,0,0.907711951852764,0.761711519475355,0.947454791554052,6.57879960227674,6.23311520585099,29.4314719049222,26.8350811725923,570.436129276617,14.4909438331999,540.037979356753,11.0268110672844,372.986324345224,0.00428251099724763,0.000688746389878131,0.00231255593851372,0.000520023592614614,43.1213333333333,0.999831277202736,368.747368162838,338.620918654072,216.773924959988,0.0696181794358901,2.49022206768494,35.183293290182,0.855764231163509,0.00859999137220935,0.0420666148915882,0.8557087570448,1502.91378281991,1502.33597355103,NA,NA,0.324954940459735,0.324954940459735,6,24,32.907308335,2017-06-24
"163","Foggia",2017,27,176,38.4,19.8,0,0,12.72,659.54,2,"reproductive",0.423872438454639,27.985026131018,0.316671508808912,0.56251020529646,0.519144975913413,0,8.96376877169496,2,4.68477739276545,0,58.8122664674082,0.734044976700545,120.696451486062,0.298792292389832,0.235390053862681,0.377,0.800106386997763,0.68,0,0.90982280069344,0.763625634027114,0.949081788923047,6.91008660701438,6.5582373585984,30.6828472475639,27.2154480512907,597.651577327908,8.70894337641302,548.746922733166,5.84839755072596,378.83472189595,0.00599117003704974,0.000989632062016038,0.00191717441185592,0.000616307007698744,43.9693333333333,0.999626674945683,395.962816214129,347.326610763726,222.620139157381,0.028334918194819,1.55415679485487,36.7374500850369,0.863425975620156,0.00766174445664713,0.047228348332112,0.863361060856263,1630.0327984641,1629.25839846573,NA,NA,0.314120811208609,0.314120811208609,6,25,31.423169565,2017-06-25
"164","Foggia",2017,27,177,32.7,22.4,0,16.3,14.14,673.68,2,"reproductive",0.471416815388728,28.4564429464067,0.187193910781764,0.304701968052961,1.16706751287354,12.4819992907685,11.31,0,2.58554275513268,0,69.6570286161819,0.828935780877501,118.919210092047,0.377,0.273632214692486,0.377,0.611917651872514,0,0,0.91175038729439,0.765167908378026,0.950392722121322,4.96979567320916,4.72325763824802,22.8216085765338,22.5608321536709,620.212409481579,22.5608321536709,571.307754886837,11.5858762804942,390.420598176445,0.00868745877419723,0.00142592945572711,0.00868745877419723,0.00105260440140982,44.912,0.999626674945683,418.5236483678,369.879020393508,234.201690139983,0.0670101054228561,2.5506194421444,39.2880695271812,0.871214170305325,0.00778819468516834,0.0536711617476528,0.871128426710954,1818.5361750996,1817.32622767545,NA,NA,0.333143731180381,0.333143731180382,6,26,31.69458261,2017-06-26
"165","Foggia",2017,27,178,33.7,19.9,0,0,14.58,688.26,2,"reproductive",0.485971600816344,28.9424145472231,0.441847648743339,0.499656928934196,0.547678800051043,0,10.2626642710148,1,4.32076906060109,0,66.2994488705183,0.86892362014018,117.087097156969,0.342088809033825,0.255563909634676,0.377,0.896254670960589,0,0,0.913359221141161,0.766152382207795,0.951229524876625,5.65416744198932,5.37841100941638,26.400905152338,26.9525066158674,647.164916097446,26.9525066158674,598.260261502705,20.2630180810146,410.683616257459,0.0127108713640788,0.00206428874951919,0.0127108713640788,0.0016909636952019,45.884,0.999626674945683,445.476154983667,396.821464963379,254.457143528672,0.128032771890083,3.64933184580982,42.9374013729911,0.878511746143036,0.00729757583771129,0.0611769148991171,0.878419655729499,2094.49996563669,2092.91349728816,NA,NA,0.322748683830837,0.322748683830837,6,27,33.21821739,2017-06-27
"166","Foggia",2017,27,179,34.8,23.2,3,11.3,12.83,701.09,2,"reproductive",0.427675889742065,29.3700904369651,0.321698627991092,0.425706676439634,1.26557833947709,11.561379255098,11.31,0,3.741974519111,0,74.9534424140707,0.777749296762209,115.474759052641,0.377,0.284236577016066,0.377,0.805236597733907,0,0,0.914514854005276,0.767188123560173,0.952109905026147,5.43605574951927,5.17572252339163,24.1892865349869,21.7598765160488,668.924792613495,21.7598765160488,620.020138018754,14.6991099655266,425.382726222986,0.0177125536056874,0.00295384013330038,0.0177125536056874,0.00258051507898308,46.7393333333333,0.999626674945683,467.236031499716,418.573217972345,269.150765948173,0.0766586591908218,3.05876956053711,45.9961709335282,0.884372171485905,0.00586042534286879,0.068582726928882,0.884266723667135,2327.73346526492,2325.61260232586,NA,NA,0.336230335777854,0.336230335777853,6,28,33.222672915,2017-06-28
"167","Foggia",2017,27,180,33.5,23.1,0,0,13.54,714.63,2,"reproductive",0.451423904772443,29.8215143417376,0.497400237558311,0.44825642529071,0.486882715442179,0,10.3748608592671,1,4.00763871323693,0,71.8146048114038,0.833067010422113,113.772890931649,0.345828695308904,0.267750000601761,0.377,0.923060561976,0,0,0.91551813090425,0.767995998836888,0.952796599011355,5.06645941023728,4.82730529510316,22.8869885505838,21.755445994056,690.680238607551,21.755445994056,641.77558401281,16.8457439337796,442.228470156765,0.0250294421666407,0.00421085678997585,0.0250294421666407,0.00383753173565856,47.642,0.999626674945683,488.991477493772,440.320542113344,285.990220943683,0.0849627390827927,3.36106910404597,49.3572400375741,0.890036673252021,0.00566450176611644,0.0772925763712839,0.889925278585862,2600.77818124886,2598.14621622063,NA,NA,0.326603927670534,0.326603927670533,6,29,33.153089585,2017-06-29
"168","Foggia",2017,27,181,34.7,18.7,0,0,14.63,729.26,2,"reproductive",0.487512678710722,30.3090270204483,0.388423265175741,0.493091994893659,0.4463603617633,0,9.43540850261015,2,4.4886208707059,0,68.2504127210771,0.913494018360225,111.93496813291,0.314513616753672,0.249918873601659,0.377,0.862410730819532,0,0,0.915843532586248,0.768296364296342,0.95305190965189,6.06105164515598,5.77649684491464,28.3643596652524,29.127822367604,719.808060975155,29.127822367604,670.903406380413,21.073159986005,463.30163014277,0.0361103669572937,0.00602437434429353,0.0361103669572937,0.00565104928997623,48.6173333333333,0.999626674945683,518.119299861376,469.43749033508,307.055513791092,0.104591600349344,3.90434406574671,53.2615841033209,0.895608938965018,0.00557226571299696,0.0878333886329645,0.895485459367107,2941.39661717008,2937.92147897988,NA,NA,0.316034648927662,0.316034648927662,6,30,33.338191665,2017-06-30
"169","Foggia",2017,27,182,29.5,18.9,0,0,14.92,744.18,2,"reproductive",0.497381225218645,30.806408245667,0.272344943287826,0.323155745690599,0.289460470077285,0,8.82279228684227,3,2.99526686386857,0,66.1830517171211,0.947221359161688,110.059840913836,0.294093076228076,0.238013666247004,0.377,0.748827065669488,0,0,0.915388245880788,0.76777843502581,0.952611669771938,4.65194169728063,4.43149394792821,23.0658775823498,24.1541933333669,743.962254308522,24.1541933333669,695.05759971378,15.1706660887193,478.47229623149,0.0519231507940448,0.00863203395494904,0.0519231507940448,0.00825870890063174,49.612,0.999626674945683,542.273493194743,493.582666302909,322.220516290069,0.0626494749012852,3.23684239743961,56.4984265007605,0.900758677732293,0.0051497387672752,0.0999045382027191,0.900610104818369,3246.83820133784,3241.98466756831,NA,NA,0.308442808196332,0.308442808196332,7,1,33.50255208,2017-07-01
"170","Foggia",2017,27,183,27,17,13.5,0,13.95,758.13,2,"reproductive",0.465102139319956,31.2715103849869,0.195142086941244,0.245086367081758,0.995827518981375,9.77187840077913,11.31,0,2.30965392405688,0,74.498427318214,0.900283940865592,108.306405848599,0.377,0.263510602382868,0.377,0.627302251131016,0,0,0.914917800068402,0.767189825958284,0.952111352064541,4.27742268172067,4.0725826928446,22.3812380268425,21.9049545400148,765.867208848537,21.9049545400148,716.962554253795,11.5223207344823,489.994616965972,0.0719542242518091,0.0122456845429448,0.0719542242518091,0.0118723594886275,50.542,0.999626674945683,564.178447734758,515.479443174581,333.738535453538,0.0410866895963154,2.69296368581366,59.1913901865741,0.905131627203678,0.00437294947138478,0.112502668678999,0.904941124798395,3517.91145580265,3510.86139769413,NA,NA,0.323524721944689,0.323524721944688,7,2,32.25536458,2017-07-02
"171","Foggia",2017,27,184,27.5,15.6,0,15,13.63,771.76,2,"reproductive",0.454389593390133,31.725899978377,0.380976842648472,0.355320744374006,1.07607427680184,13.5686049788242,11.31,0,3.40230272104339,0,85.4849513045797,0.892827038495923,106.593357081519,0.377,0.297588418009278,0.377,0.856934101244864,0,0,0.9144121122222,0.766495669390171,0.951521318981645,4.60836967773368,4.38496199411217,24.3886400352742,23.3069672688572,789.174176117394,23.3069672688572,740.269521522652,16.7417528895305,506.736369855503,0.097351695957952,0.0171348347908816,0.097351695957952,0.0167615097365643,51.4506666666667,0.999626674945683,587.485415003615,538.777709368616,350.474038227261,0.0638964530803409,3.47315396383376,62.6645441504079,0.909028918531036,0.00389729132735783,0.126129939869432,0.908820371232546,3852.58735598114,3843.77566529816,NA,NA,0.338980513976831,0.338980513976831,7,3,32.31891304,2017-07-03
"172","Foggia",2017,27,185,28.5,16.5,0,0,14.26,786.02,2,"reproductive",0.475453608945457,32.2013535873225,0.566184949421542,0.397346922745413,0.459170319305922,0,10.4534827579487,1,3.86768932930777,0,82.4619319138389,0.947790167157379,104.800896975794,0.348449425264955,0.282390785986164,0.377,0.947425395169684,0,0,0.913829474628651,0.765829676225652,0.950955224791804,4.73388427039009,4.5017119804872,24.4623176007131,24.4454899687105,813.619666086105,24.4454899687105,764.715011491363,19.4093413373824,526.145711192885,0.130626457025207,0.0236950941522363,0.130626457025207,0.023321769097919,52.4013333333333,0.999626674945683,611.930904972325,563.214073223456,369.876133571235,0.0726068429933395,3.85016538596287,66.5147095363708,0.91274449119961,0.00371557266857381,0.141874253023292,0.912528484918331,4239.0003640616,4228.53237680741,NA,NA,0.329527186079303,0.329527186079303,7,4,32.630661765,2017-07-04
"173","Foggia",2017,27,186,32.6,15.2,0.5,10,14.85,800.87,2,"reproductive",0.495083320327666,32.6964369076502,0.466577542425352,0.466994320965973,1.38365536818571,7.79283306879698,11.31,0,4.62268912959899,0,86.4968287871718,1.00171118350039,102.934432858159,0.377,0.291270057267002,0.377,0.909110347075494,0,0,0.913158551179418,0.765123479241205,0.950354957355024,5.89099056693985,5.59853208902297,29.419635145449,30.5907132967392,844.210379382844,30.5907132967392,795.305724788102,23.3019112267596,549.447622419645,0.172231657811974,0.0323448299807491,0.172231657811974,0.0319715049264318,53.3913333333333,0.999626674945683,642.521618269065,593.793366240492,393.16934561072,0.0856768764168312,4.36624533075345,70.8809548671242,0.916256094570339,0.00351160337072964,0.159979454563461,0.91602554781196,4694.90100316561,4682.01143760148,NA,NA,0.334568769408884,0.334568769408885,7,5,32.640279165,2017-07-05
"174","Foggia",2017,27,187,35.6,15.4,0,0,14.97,815.84,2,"reproductive",0.498946830649133,33.1953837382993,0.530227807944897,0.52859588114432,0.642588460221987,0,10.1388156586337,1,5.32038515787906,0,82.0324237799468,1.02504940089315,101.053403306612,0.337960521954456,0.271672069117964,0.377,0.935734142722275,0.12,0,0.912408962211864,0.764305760392553,0.94965989633367,6.5820266896474,6.250686783756,31.6560521505559,33.1457919125657,877.356171295409,29.1682968830578,824.47402167116,22.8634170366453,572.31103945629,0.219617583608892,0.0433743590792095,0.193263473575825,0.041677490533077,54.3893333333333,0.998303131453868,675.66741018163,622.912168358025,415.993966434139,0.0771845693724999,4.40515941585846,75.2861142829827,0.919461144576228,0.00320505000588855,0.180079417386151,0.919219024859713,5165.1338257205,5149.652696216,NA,NA,0.322041071241987,0.322041071241987,7,6,32.66083333,2017-07-06
"175","Foggia",2017,27,188,37.7,17.9,0,9.6,13.96,829.8,2,"reproductive",0.465367034500726,33.6607507728,0.401084331892097,0.50497725690518,1.62082128271066,6.30301711901785,11.31,0,5.16099393996731,0,83.9582290027141,0.970651676350997,99.2989695865439,0.377,0.273829658069546,0.377,0.871267024153527,0.540000000000001,0,0.911636795556723,0.763483969785358,0.948961374317555,6.85290244910565,6.50313972616744,31.2964240137336,30.5379594906254,907.894130786035,14.0474613656877,838.521483036848,10.2500787146544,582.561118170944,0.26597819039882,0.0567321883675237,0.122349967583457,0.0478220920057015,55.32,0.991089903638178,706.205369672256,636.834465489305,426.152715959729,0.0248401366266957,2.59973242637752,77.8858467093602,0.922175048489977,0.00271390391374937,0.200550522059372,0.92190711130795,5475.78517803312,5456.99772536537,NA,NA,0.32427866431543,0.32427866431543,7,7,32.693802085,2017-07-07
"176","Foggia",2017,27,189,37,19.2,0,0,13.72,843.52,2,"reproductive",0.457298807418811,34.1180495802188,0.433141120086402,0.485293207791805,0.642324773796001,0,10.1823820184122,1,5.03379270033628,0,79.6812579752085,0.967194831138187,97.574953082575,0.339412733947073,0.256061221863534,0.377,0.891336784459499,0.4,0,0.910802187027609,0.762541919616625,0.948160631674131,6.53045446102705,6.19191982688656,29.6289137583635,28.3836144839959,936.277745270031,17.0301686903975,855.551651727245,12.7086798159956,595.26979798694,0.310508448116218,0.0723263949312142,0.186305068869731,0.0571786159439158,56.2346666666667,0.984852221012702,734.588984156252,653.606664948264,438.668887502652,0.0317186830602317,2.99081993455245,80.8766666439127,0.924607179214895,0.00243213072491788,0.222321187244761,0.924315083897779,5818.44375810008,5795.98829058856,NA,NA,0.312397655126993,0.312397655126993,7,8,32.822933335,2017-07-08
